Epochs,train_loss,val_loss
1,267657.8366318604,1824016.1865271814
2,267657.8366318604,1824016.1865271814
3,267657.8366318604,1824016.1865271814
4,267657.8366318604,1824016.1865271814
5,267657.8366318604,1824016.1865271814
6,267657.8366318604,1824016.1865271814
7,267657.8366318604,1824016.1865271814
8,267657.8366318604,1824016.1865271814
9,267657.8366318604,1824016.1865271814
10,267657.8366318604,1824016.1865271814
11,267657.8366318604,1824016.1865271814
12,267657.8366318604,1824016.1865271814
13,267657.8366318604,1824016.1865271814
14,267657.8366318604,1824016.1865271814
15,267657.8366318604,1824016.1865271814
16,267657.8366318604,1824016.1865271814
17,267657.8366318604,1824016.1865271814
18,267657.8366318604,1824016.1865271814
19,267657.8366318604,1824016.1865271814
20,267657.8366318604,1824016.1865271814
21,267657.8366318604,1824016.1865271814
22,267657.8366318604,1824016.1865271814
23,267657.8366318604,1824016.1865271814
24,267657.8366318604,1824016.1865271814
25,267657.8366318604,1824016.1865271814
26,267657.8366318604,1824016.1865271814
27,267657.8366318604,1824016.1865271814
28,267657.8366318604,1824016.1865271814
29,267657.8366318604,1824016.1865271814
30,267657.8366318604,1824016.1865271814
31,267657.8366318604,1824016.1865271814
32,267657.8366318604,1824016.1865271814
33,267657.8366318604,1824016.1865271814
34,267657.8366318604,1824016.1865271814
35,267657.8366318604,1824016.1865271814
36,267657.8366318604,1824016.1865271814
37,267657.8366318604,1824016.1865271814
38,267657.8366318604,1824016.1865271814
39,267657.8366318604,1824016.1865271814
40,267657.8366318604,1824016.1865271814
41,267657.8366318604,1824016.1865271814
42,267657.8366318604,1824016.1865271814
43,267657.8366318604,1824016.1865271814
44,267657.8366318604,1824016.1865271814
45,267657.8366318604,1824016.1865271814
46,267657.8366318604,1824016.1865271814
47,267657.8366318604,1824016.1865271814
48,267657.8366318604,1824016.1865271814
49,267657.8366318604,1824016.1865271814
50,267657.8366318604,1824016.1865271814
51,267657.8366318604,1824016.1865271814
52,267657.8366318604,1824016.1865271814
53,267657.8366318604,1824016.1865271814
54,267657.8366318604,1824016.1865271814
55,267657.8366318604,1824016.1865271814
56,267657.8366318604,1824016.1865271814
57,267657.8366318604,1824016.1865271814
58,267657.8366318604,1824016.1865271814
59,267657.8366318604,1824016.1865271814
60,267657.8366318604,1824016.1865271814
61,267657.8366318604,1824016.1865271814
62,267657.8366318604,1824016.1865271814
63,267657.8366318604,1824016.1865271814
64,267657.8366318604,1824016.1865271814
65,267657.8366318604,1824016.1865271814
66,267657.8366318604,1824016.1865271814
67,267657.8366318604,1824016.1865271814
68,267657.8366318604,1824016.1865271814
69,267657.8366318604,1824016.1865271814
70,267657.8366318604,1824016.1865271814
71,267657.8366318604,1824016.1865271814
72,267657.8366318604,1824016.1865271814
73,267657.8366318604,1824016.1865271814
74,267657.8366318604,1824016.1865271814
75,267657.8366318604,1824016.1865271814
76,267657.8366318604,1824016.1865271814
77,267657.8366318604,1824016.1865271814
78,267657.8366318604,1824016.1865271814
79,267657.8366318604,1824016.1865271814
80,267657.8366318604,1824016.1865271814
81,267657.8366318604,1824016.1865271814
82,267657.8366318604,1824016.1865271814
83,267657.8366318604,1824016.1865271814
84,267657.8366318604,1824016.1865271814
85,267657.8366318604,1824016.1865271814
86,267657.8366318604,1824016.1865271814
87,267657.8366318604,1824016.1865271814
88,267657.8366318604,1824016.1865271814
89,267657.8366318604,1824016.1865271814
90,267657.8366318604,1824016.1865271814
91,267657.8366318604,1824016.1865271814
92,267657.8366318604,1824016.1865271814
93,267657.8366318604,1824016.1865271814
94,267657.8366318604,1824016.1865271814
95,267657.8366318604,1824016.1865271814
96,267657.8366318604,1824016.1865271814
97,267657.8366318604,1824016.1865271814
98,267657.8366318604,1824016.1865271814
99,267657.8366318604,1824016.1865271814
100,267657.8366318604,1824016.1865271814
